name	x	y	z
     Fp1	 -29.437	  83.917	   -6.99
     Fp2	  29.872	  84.896	   -7.08
     Fpz	  0.1123	  88.247	  -1.713
    AFp1	 -12.242	  86.194	  14.188
    AFp2	  13.622	  86.758	  15.302
     AF3	 -33.701	  76.837	  21.227
     AF4	  35.712	  77.726	  21.956
     AF7	  -54.84	  68.572	  -10.59
     AF8	  55.743	  69.657	 -10.755
      F9	 -70.102	  41.652	 -49.952
     F10	  72.114	  42.067	 -50.452
   AFF2h	  13.479	  71.201	  51.175
   AFF1h	 -11.436	  70.756	  50.348
   AFF5h	   -50.8	  64.041	  23.089
   AFF6h	  52.397	  65.071	  22.862
      F1	 -27.496	  56.931	  60.342
      F2	  29.514	  57.602	   59.54
      F3	 -50.244	  53.111	  42.192
      F4	  51.836	  54.305	  40.814
      F5	 -64.466	  48.035	  16.921
      F6	  67.914	   49.83	  16.367
      F7	 -70.263	  42.474	  -11.42
      F8	  73.043	  44.422	     -12
      Fz	  0.3122	  58.512	  66.462
   FFC1h	 -15.424	   43.66	  77.682
   FFC2h	  17.592	  44.054	  77.788
   FFC3h	  -44.41	  40.762	   61.69
   FFC4h	  45.853	  41.623	  60.647
   FFC5h	 -65.238	  36.428	  36.144
   FFC6h	  67.128	    37.8	  35.296
   FFT7h	   -74.5	    31.3	   4.846
   FFT8h	  78.053	  32.982	   4.483
   FFT9h	 -79.067	  28.081	 -31.253
  FFT10h	  80.097	  28.514	 -31.338
     FC1	 -34.062	  26.011	  79.987
     FC2	  34.784	  26.438	  78.808
     FC3	 -60.182	  22.716	  55.544
     FC4	  62.293	  23.723	   55.63
     FC5	 -77.215	  18.643	   24.46
     FC6	  79.534	  19.936	  24.438
     FT7	 -80.775	   14.12	 -11.135
     FT8	  81.815	  15.417	  -11.33
     FT9	 -84.076	  14.567	 -50.429
    FT10	  84.113	  14.365	 -50.538
     FCz	  0.3761	   27.39	  88.668
   FCC1h	 -18.219	  9.0941	  92.529
   FCC2h	  18.787	  9.2479	  91.562
   FCC3h	 -51.051	  7.1772	  74.377
   FCC4h	  51.885	  7.7978	  73.507
   FCC5h	 -74.692	  4.3033	  45.307
   FCC6h	  77.002	  5.3357	   45.35
   FTT7h	 -82.355	  0.8263	   8.579
   FTT8h	  83.888	  1.9457	   8.501
      C1	 -36.158	 -9.9839	  89.752
      C2	  37.672	 -9.6241	  88.412
      C3	 -65.358	 -11.632	  64.358
      C4	  67.118	   -10.9	   63.58
      C5	  -80.28	  -13.76	   29.16
      C6	  83.456	 -12.776	  29.208
      T7	 -84.161	 -16.019	  -9.346
      T8	   85.08	  -15.02	   -9.49
   CCP1h	 -18.354	 -28.322	   98.22
   CCP2h	   20.22	 -28.148	  98.172
   CCP3h	 -52.928	 -28.906	  80.304
   CCP4h	  55.114	 -28.386	  80.474
   CCP5h	 -76.407	 -29.731	  49.217
   CCP6h	  79.006	 -28.986	  49.628
   TTP7h	 -85.565	 -30.629	  11.153
   TTP8h	      86	  -29.82	  11.248
      Cz	  0.4009	  -9.167	  100.24
     CPz	  0.3858	 -47.318	  99.432
     CP1	 -35.513	 -47.292	  91.315
     CP2	  38.384	 -47.073	  90.695
     CP3	 -63.556	 -47.009	  65.624
     CP4	  66.612	 -46.637	   65.58
     CP5	 -79.592	 -46.551	  30.949
     CP6	  83.322	 -46.101	  31.206
     TP7	  -84.83	 -46.022	  -7.056
     TP8	  85.549	 -45.545	   -7.13
   CPP1h	  -15.82	   -65.6	  91.164
   CPP2h	   19.42	 -65.595	  92.405
   CPP3h	 -46.914	 -64.691	  75.296
   CPP4h	  50.674	 -64.482	   76.13
   CPP5h	 -68.115	 -62.975	  47.252
   CPP6h	  71.096	 -62.624	  47.328
   TPP7h	  -76.68	 -60.832	   12.88
   TPP8h	   78.52	 -60.432	  12.902
   TPP9h	  -78.16	 -60.757	 -23.824
  TPP10h	  78.903	 -60.955	 -23.805
      Pz	  0.3247	 -81.115	  82.615
      P1	  -28.62	 -80.525	  75.436
      P2	   31.92	 -80.487	  76.716
      P3	 -53.007	 -78.788	   55.94
      P4	  55.667	  -78.56	  56.561
      P5	 -67.272	 -76.291	  28.382
      P6	  67.888	 -75.904	  28.091
      P7	 -72.434	 -73.453	  -2.487
      P8	  73.056	 -73.068	   -2.54
      P9	 -73.009	 -73.766	 -40.998
     P10	  73.895	  -74.39	  -41.22
   PPO1h	 -12.047	 -92.607	  65.508
   PPO2h	  13.923	 -92.694	  66.958
   PPO5h	  -54.01	 -89.899	  37.332
   PPO6h	  54.609	  -89.64	  37.035
   PPO9h	 -64.597	 -87.656	 -19.014
  PPO10h	  65.014	 -87.806	 -18.952
     POz	  0.2156	 -102.18	  50.608
     PO3	 -36.511	 -100.85	  37.167
     PO4	  36.782	 -100.85	  36.397
     PO5	 -48.424	 -99.341	  21.599
     PO6	   49.82	 -99.446	  21.727
     PO7	  -54.84	 -97.528	   2.792
     PO8	  55.667	 -97.625	    2.73
     PO9	  -54.91	 -98.045	 -35.465
    PO10	  54.988	 -98.091	 -35.541
    POO1	 -13.664	 -109.27	  32.856
    POO2	  13.651	 -109.11	  30.936
      O1	 -29.413	 -112.45	   8.839
      O2	  29.843	 -112.16	     8.8
      Oz	  0.1076	 -114.89	  14.657
      O9	  29.742	 -114.26	 -29.256
     O10	 -29.818	 -114.57	 -29.216
   POO9h	 -42.862	 -108.07	 -13.151
  POO10h	  43.895	 -109.13	  -13.17
    OI1h	  -14.85	 -117.99	   -6.92
    OI2h	  15.095	 -118.02	  -6.933
