onset	duration	sample	value	trial_type
5.051	0	5051.0	1	5
17.677	0	17677.0	1	1
29.946	0	29946.0	1	6
47.822	0	47822.0	1	7
67.835	0	67835.0	1	4
108.89	0	108890.0	1	3
142.268	0	142268.0	1	2
161.33	0	161330.0	1	10
183.476	0	183476.0	1	8
196.243	0	196243.0	1	9
227.834	0	227834.0	1	2
267.268	0	267268.0	1	8
279.637	0	279637.0	1	1
294.747	0	294747.0	1	9
307.92	0	307920.0	1	5
321.201	0	321201.0	1	10
334.078	0	334078.0	1	3
481.299	0	481299.0	1	6
493.555	0	493555.0	1	7
510.918	0	510918.0	1	4
527.475	0	527475.0	1	6
542.572	0	542572.0	1	1
556.621	0	556621.0	1	2
572.585	0	572585.0	1	4
594.996	0	594996.0	1	10
615.621	0	615621.0	1	5
638.24	0	638240.0	1	3
678.815	0	678815.0	1	7
710.234	0	710234.0	1	9
750.331	0	750331.0	1	8
762.866	0	762866.0	1	10
784.788	0	784788.0	1	8
803.141	0	803141.0	1	4
815.729	0	815729.0	1	1
838.695	0	838695.0	1	9
855.351	0	855351.0	1	3
867.806	0	867806.0	1	6
882.232	0	882232.0	1	5
898.68	0	898680.0	1	7
911.188	0	911188.0	1	2
926.672	0	926672.0	1	8
940.025	0	940025.0	1	7
952.462	0	952462.0	1	9
967.198	0	967198.0	1	10
980.431	0	980431.0	1	4
999.848	0	999848.0	1	2
1012.347	0	1012347.0	1	1
1024.794	0	1024794.0	1	6
1037.328	0	1037328.0	1	3
1051.213	0	1051213.0	1	5
