name	x	y	z
P8	73.056	-73.068	-2.54
T8	85.08	-15.02	-9.49
CP6	83.322	-46.101	31.206
FC6	79.534	19.936	24.438
F8	73.043	44.422	-12
F4	51.836	54.305	40.814
C4	67.118	-10.9	63.58
P4	55.667	-78.56	56.561
AF4	35.712	77.726	21.956
Fp2	29.872	84.896	-7.08
Fp1	-29.437	83.917	-6.99
AF3	-33.701	76.837	21.227
Fz	0.3122	58.512	66.462
FC2	34.784	26.438	78.808
Cz	0.4009	-9.167	100.24
CP2	38.384	-47.073	90.695
PO3	-36.511	-100.85	37.167
O1	-29.413	-112.45	8.839
Oz	0.1076	-114.89	14.657
O2	29.843	-112.16	8.8
PO4	36.782	-100.85	36.397
Pz	0.3247	-81.115	82.615
CP1	-35.513	-47.292	91.315
FC1	-34.062	26.011	79.987
P3	-53.007	-78.788	55.94
C3	-65.358	-11.632	64.358
F3	-50.244	53.111	42.192
F7	-70.263	42.474	-11.42
FC5	-77.215	18.643	24.46
CP5	-79.592	-46.551	30.949
T7	-84.161	-16.019	-9.346
P7	-72.434	-73.453	-2.487
