onset	duration	trial_type	value
5.180000	0.000000	1	1
30.108000	0.000000	1	1
54.644000	0.000000	1	1
79.348000	0.000000	1	1
105.468000	0.000000	1	1
132.516000	0.000000	1	1
158.968000	0.000000	1	1
184.492000	0.000000	1	1
209.188000	0.000000	1	1
233.960000	0.000000	1	1
260.816000	0.000000	1	1
285.320000	0.000000	1	1
310.660000	0.000000	1	1
341.528000	0.000000	1	1
367.402000	0.000000	1	1
392.164000	0.000000	1	1
416.428000	0.000000	1	1
441.782000	0.000000	1	1
468.372000	0.000000	1	1
493.056000	0.000000	1	1
517.340000	0.000000	1	1
541.888000	0.000000	1	1
575.340000	0.000000	1	1
604.348000	0.000000	1	1
640.864000	0.000000	1	1
665.516000	0.000000	1	1
690.944000	0.000000	1	1
717.252000	0.000000	1	1
742.784000	0.000000	1	1
766.740000	0.000000	1	1
792.024000	0.000000	1	1
819.660000	0.000000	1	1
843.996000	0.000000	1	1
876.168000	0.000000	1	1
900.580000	0.000000	1	1
925.856000	0.000000	1	1
950.964000	0.000000	1	1
979.090000	0.000000	1	1
1003.416000	0.000000	1	1
1028.028000	0.000000	1	1
1053.076000	0.000000	1	1
1084.008000	0.000000	1	1
1108.460000	0.000000	1	1
1134.774000	0.000000	1	1
1163.648000	0.000000	1	1
1191.236000	0.000000	1	1
1215.504000	0.000000	1	1
1240.082000	0.000000	1	1
1267.240000	0.000000	1	1
1291.756000	0.000000	1	1
