onset	duration	sample	value	trial_type
4.831	0	4831.0	1	5
16.851	0	16851.0	1	1
29.216	0	29216.0	1	6
41.103	0	41103.0	1	7
53.005	0	53005.0	1	4
65.897	0	65897.0	1	3
78.204	0	78204.0	1	2
90.181	0	90181.0	1	10
107.206	0	107206.0	1	8
119.201	0	119201.0	1	9
131.603	0	131603.0	1	2
143.997	0	143997.0	1	8
156.189	0	156189.0	1	1
168.699	0	168699.0	1	9
180.667	0	180667.0	1	5
192.421	0	192421.0	1	10
207.784	0	207784.0	1	3
220.034	0	220034.0	1	6
232.007	0	232007.0	1	7
243.955	0	243955.0	1	4
255.751	0	255751.0	1	6
300.447	0	300447.0	1	1
312.222	0	312222.0	1	2
324.767	0	324767.0	1	4
336.682	0	336682.0	1	10
348.612	0	348612.0	1	5
360.919	0	360919.0	1	3
378.297	0	378297.0	1	7
391.323	0	391323.0	1	9
403.667	0	403667.0	1	8
416.814	0	416814.0	1	10
434.716	0	434716.0	1	8
447.443	0	447443.0	1	4
483.696	0	483696.0	1	1
497.532	0	497532.0	1	9
510.652	0	510652.0	1	3
524.279	0	524279.0	1	6
537.255	0	537255.0	1	5
549.645	0	549645.0	1	7
568.538	0	568538.0	1	2
581.87	0	581870.0	1	8
594.059	0	594059.0	1	7
607.236	0	607236.0	1	9
619.298	0	619298.0	1	10
632.867	0	632867.0	1	4
653.557	0	653557.0	1	2
665.901	0	665901.0	1	1
677.756	0	677756.0	1	6
689.64	0	689640.0	1	3
701.478	0	701478.0	1	5
