onset	duration	trial_type	value
4.226000	0.000000	1	1
29.176000	0.000000	1	1
53.396000	0.000000	1	1
77.824000	0.000000	1	1
102.328000	0.000000	1	1
126.584000	0.000000	1	1
150.956000	0.000000	1	1
175.242000	0.000000	1	1
199.596000	0.000000	1	1
223.900000	0.000000	1	1
248.206000	0.000000	1	1
272.600000	0.000000	1	1
296.984000	0.000000	1	1
321.190000	0.000000	1	1
345.504000	0.000000	1	1
369.896000	0.000000	1	1
394.380000	0.000000	1	1
418.638000	0.000000	1	1
443.308000	0.000000	1	1
468.768000	0.000000	1	1
493.138000	0.000000	1	1
517.260000	0.000000	1	1
541.426000	0.000000	1	1
565.474000	0.000000	1	1
589.604000	0.000000	1	1
613.862000	0.000000	1	1
638.314000	0.000000	1	1
663.140000	0.000000	1	1
687.456000	0.000000	1	1
711.680000	0.000000	1	1
736.168000	0.000000	1	1
762.284000	0.000000	1	1
786.964000	0.000000	1	1
811.510000	0.000000	1	1
835.626000	0.000000	1	1
859.838000	0.000000	1	1
884.508000	0.000000	1	1
908.844000	0.000000	1	1
933.126000	0.000000	1	1
957.316000	0.000000	1	1
981.508000	0.000000	1	1
1006.212000	0.000000	1	1
1030.768000	0.000000	1	1
1054.928000	0.000000	1	1
1079.352000	0.000000	1	1
1103.650000	0.000000	1	1
1127.896000	0.000000	1	1
1152.200000	0.000000	1	1
1176.312000	0.000000	1	1
1200.758000	0.000000	1	1
