onset	duration	trial_type	value
1.530000	0.000000	1	1
25.972000	0.000000	1	1
50.742000	0.000000	1	1
78.676000	0.000000	1	1
104.464000	0.000000	1	1
130.364000	0.000000	1	1
154.668000	0.000000	1	1
180.858000	0.000000	1	1
205.162000	0.000000	1	1
229.244000	0.000000	1	1
257.294000	0.000000	1	1
281.404000	0.000000	1	1
313.150000	0.000000	1	1
339.092000	0.000000	1	1
363.952000	0.000000	1	1
389.980000	0.000000	1	1
414.086000	0.000000	1	1
439.670000	0.000000	1	1
464.324000	0.000000	1	1
503.244000	0.000000	1	1
527.526000	0.000000	1	1
552.758000	0.000000	1	1
578.366000	0.000000	1	1
605.164000	0.000000	1	1
629.224000	0.000000	1	1
653.042000	0.000000	1	1
676.972000	0.000000	1	1
700.884000	0.000000	1	1
729.074000	0.000000	1	1
752.914000	0.000000	1	1
782.648000	0.000000	1	1
810.664000	0.000000	1	1
835.028000	0.000000	1	1
860.312000	0.000000	1	1
887.246000	0.000000	1	1
912.548000	0.000000	1	1
942.496000	0.000000	1	1
966.520000	0.000000	1	1
1000.176000	0.000000	1	1
1024.384000	0.000000	1	1
1048.380000	0.000000	1	1
1072.036000	0.000000	1	1
1095.808000	0.000000	1	1
1119.804000	0.000000	1	1
1143.672000	0.000000	1	1
1167.418000	0.000000	1	1
1191.320000	0.000000	1	1
1215.360000	0.000000	1	1
1239.308000	0.000000	1	1
1263.212000	0.000000	1	1
1287.946000	0.000000	1	1
